Division_code,Division,Subdivision_Code,Subdivision_name,Group_Code,Group_Name,Family_Code,Family_Name,title_Code,title_x,2004_code,title_y,Description
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.33,"Director, Recreation and Entertainment",1218.2,"Director, Recreation and","Entertainment Director, Recreation and Entertainment plans, organizes and controls, within authority delegated, activities of public or private organizations or establishments or one or more of its branches or departments, engaged in producing, distributing and exhibiting motion pictures; producing and presenting stage and circus shows; organizing and presenting radio and television programmes; operating carnivals and amusement parks; organizing games, sports, hunting, fishing, excursion, competitions, etc., and providing other entertainment and recreation services. Included are; DIRECTOR, MOTION PICTURE. DIRECTOR, STAGE. DIRECTOR, STUDIO. DIRECTOR, STADIUM. DIRECTOR, RADIO STATION. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.34,"Station Director, Radio/TV",1218.3,"Station Director, Radio/TV","Station Director, Radio/TV directs and co- ordinates activities of radio or television station, or of cable television franchise. Supervises directly, or through subordinates, personnel engaged in departments, such as sales, programme or engineering. Observes activities to ensure compliance with government regulations. Discusses plans with the marketing personnel to promote sales of programmes and time periods to advertisers and their agencies. Confers with owners or company senior management to discuss station policies and administrative procedures. May prepare operational budget and monitor expenses for station or franchise. May negotiate with motion picture companies for purchase of independent film programmes. May negotiate cable franchise contract with local issuing authority. May develop strategies to promote sales of new cable television service or upgraded service to customers within the franchise area. May contact prospective buyers of station time VOLUME II A National Classification of Occupations – 2015 Division 1 18 to promote sale of station services. May manage stations engaged in transmitting broadcasts to foreign countries and be known as Director, International Broadcasting (radio-television broadcast). May perform different duties and responsibilities, according to station size and network affiliation. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.3401,Account Director (Advertising Agency),-,Account Director (Advertising,Agency) Account Director (Advertising Agency) is responsible for managing the clients’ advertisement portfolio. Qualification Pack Details: QP NOS Reference MES/Q0207 QP NOS Name Account Director (Advertising Agency) NSQF Level 8 ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.3402,Sales Director (Media Org),-,Sales Director (Media Org),Sales Director (Media Org) is responsible for leading the sales efforts of a media and entertainment company. Qualification Pack Details: QP NOS Reference MES/Q0201 QP NOS Name Sales Director (Media Org) NSQF Level 8 ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.35,"Working Proprietor, Other Services",1219.1,"Working Proprietor, Other Services","Working Proprietor, Other Services plans, organizes, co-ordinates and controls activities of the organization, wholly or partly owned by him, and is engaged in running and managing educational institutions; rendering medical and other health services, sanitation, washing and cleaning households, garments, etc. and providing other services. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.36,"Director, Other Services",1219.2,"Director, Other Services","Director, Other Services plans, organizes and controls, within authority delegated, activities of public or private organizations or establishments, or one or more of its departments or branches, engaged in running educational institutions; rendering medical sanitation and other health services. Organizing and providing religious services, promoting welfare of workers or community, giving charity assistance or aid to infirm or orphans. Organizing and managing trade and labour organizations and other civic and social associations, washing and cleaning garments etc., undertaking and cremating; and performing other services. Included are: DIRECTOR OF EDUCATIONAL INSTITUTIONS. DIRECTOR OF CHARITABLE VOLUME II A National Classification of Occupations – 2015 Division 1 19 INSTITUTIONS, DIRECTOR, ORPHANAGE DIRECTOR, Y.M.C.A, DIRECTOR, Y.W.C.A. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.37,"Director, Museum/Zoo",1219.3,"Director, Museum/Zoo","Director, Museum/Zoo administers affairs of museum, zoo, or similar establishments. Confers with the institution's board of Directors to formulate policies and plan overall operations. Directs acquisition, education, research, public service, and developmental activities of the institution, consulting with curatorial, administrative, and maintenance staff members to implement policies and initiate programmes. Works with members of curatorial and administrative staffs to acquire additions to collections. Confers with administrative staff members to determine budget requirements, plans fund raising drives, prepares applications for grants from government agencies or private foundations, and solicits financial support for institutions. Establishes and maintains contact with administrators of other institutions to exchange information concerning operations and plan, co- ordinate, or consolidate community service and education programmes. Represents the institution at professional and civic social events, conventions, and other gatherings to strengthen relationships with cultural and civic leaders, present lectures or participate in seminars, or explain institution's functions and seek financial support for projects. Reviews materials prepared by staff members, such as articles for journals, requests for grants and reports on institutional programmes, and approves materials or suggests changes. Instructs classes in institution's education programme or as guest lecturer at the university. Writes articles for technical journals or other publications. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.38,Chief Librarian,1219.4,Chief Librarian,"Chief Librarian plans and administers programme of library services: Submits recommendations on library policies and services to the governing body, such as board of Directors or board of Trustees, and implements policy decisions. Analyses, selects, and executes recommendations of personnel, such as department chiefs or branch supervisors. Co-ordinates activities of the branch or departmental libraries. Analyses and co- ordinates departmental budget estimates and controls expenditures to administer approved budget. Reviews and evaluates orders for books and audio-visual materials. Examines trade publications and materials, interviews publishers' representatives, and consults with others to select materials. Administers personnel regulations, interviews and appoints job applicants and promotes and discharges employees. Plans and conducts staff meetings and participates in community and professional meetings to discuss and act on library problems. Delivers book reviews and lectures to publicise library activities and services. Provides library public relation services. May examine and select materials to be discarded, repaired, or replaced. VOLUME II A National Classification of Occupations – 2015 Division 1 20 ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.39,"Principal, College",1219.5,"Principal, College","Principal College directs and co-ordinates educational, administrative, and counselling activities of college. Develops and evaluates educational programmes to ensure conformance to state and university standards. Develops and co- ordinates educational programmes through meetings with staff, review of teachers' activities, and issuance of directives. Confers with teachers, students, and parents concerning educational and behavioural problems in the college. Establishes and maintains relationships with colleges, community organizations, and other colleges to co-ordinate educational, sports and cultural services. Forwards requisitions and allocates supplies, equipment, and instructional material as needed. Directs preparation of class schedules, cumulative records, and attendance reports. Observes and evaluates teacher’s performance. Interviews and hires teachers. Walks around the college building and property to monitor safety and security. Plans and monitors college budget and financial matters. May plan and direct building maintenance. May develop and administer educational programmes for students with mental or physical handicaps. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.99,"Managing Directors and Chief Executives, Others",1211.9,Managing,"Directors and Chief Executives, Others Working Proprietors and Directors, Other Workers plan, organize, control, co- ordinate and supervise activities of public or private organizations, wholly or partially owned by them or on behalf of others, engaged in generating, transmitting and distributing electricity; producing and supplying gas, purifying and supplying water and providing related services not elsewhere classified. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives Sub Division 12 Administrative and Commercial Managers Administrative and Commercial Managers plan, organize, direct, control and co- ordinate the financial, administrative, human resource, policy, planning, research and development, advertising, public relations, and sales and marketing activities of enterprises and organizations, or of enterprises that provide such services to other enterprises and organizations. Tasks performed by workers in this sub- major group usually include: formulating and administering policy advice, strategic and financial planning; establishing and directing operational and administrative procedures; implementing, monitoring and evaluating strategies and policies; providing advice to Senior Managers; directing the development of initiatives VOLUME II A National Classification of Occupations – 2015 Division 1 21 for new products, marketing, public relations and advertising campaigns; determining and directing sales activities, product mix, customer service standards; setting prices and credit arrangements; ensuring compliance with relevant legislation, regulations and standards; controlling selection, training and performance of staff; preparing budgets and overseeing financial operations; consulting with the chief executive and with managers of other departments or sections; controlling expenditure and ensuring the efficient use of resources; representing the enterprise or organization in negotiations, and at conventions, seminars, public hearings and forums. Occupations in this Sub Division are classified into the following Groups: 121 Business Services and Administration Managers 122 Sales, Marketing and Development Managers Group 121 Business Services and Administration Managers Business Services and Administration Managers plan, organize, direct, control and co-ordinate the financial, administrative, human resource, policy, planning, activities of organizations, or of enterprises that provide such services to other enterprises and organizations. Occupations in this Group are classified into the following Families: 1211 Finance Managers 1212 Human Resource Managers 1213 Policy and Planning Managers 1219 Business Services and Administration Managers Not Elsewhere Classified Family 1211 Finance Managers Finance Managers plan, direct and co- ordinate the financial operations of an enterprise or organization, in consultation with Senior Managers and with Managers of other departments or sections."
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1211,Finance Managers,1211.01,"General Manager, Bank",1307.1,"General Manager, Bank","General Manager, Bank organizes, controls and supervises, within authority delegated, activities of a private or public bank or one or more of its departments or branches. Is designated according to authority delegated or work performed such as: AGENT (BANK) SUB-AGENT (BANK) ISCO 08 Unit Group Details: Code 1211 Title Finance Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1211,Finance Managers,1211.02,"General Manager, Insurance",1307.2,"General Manager, Insurance","General Manager, Insurance organizes, controls and supervises, within authority delegated, activities of a private or public organization or one or more of its departments or branches, engaged in life, fire, accident, marine and other general insurance business. ISCO 08 Unit Group Details: Code 1211 Title Finance Managers VOLUME II A National Classification of Occupations – 2015 Division 1 22"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1211,Finance Managers,1211.03,"Purser, Ship",1231.1,"Purser, Ship","Purser, Ship deals with correspondence and accounts relating to a ship. Keeps charge of all accounts and pay of the ship's personnel. Checks reports of Clerks and pays of crew and maintains their pay rolls. Prepares portage bills and ship's 30 articles (contracts). Collects mail and distributes to passengers, officers and crew. May supervise stowing or removal of luggage from holds in conjunction with Chief Officer, Ship or Officer on Watch. May collect valuables of passengers for safe custody in passenger ships. May arrange parties and other entertainment for passengers and generally acts as a host. ISCO 08 Unit Group Details: Code 1211 Title Finance Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1211,Finance Managers,1211.99,"Finance Managers, Others",1231.9,Finance,"and Administration Managers, Others Finance and Administration Department Managers, Others include Managers engaged in finance and administration and related services, not elsewhere classified. ISCO 08 Unit Group Details: Code 1211 Title Finance Managers Family 1212 Human Resource Managers Human Resource Managers, plan, direct and co-ordinate policies concerning the personnel, industrial relations and occupational health and safety activities of an enterprise or organization, or of enterprises that provide human resource services to other enterprises and organizations."
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1212,Human Resource Managers,1212.01,Personnel Manager,1232.1,Personnel Manager,"Personnel Manager; Personnel Officer; Industrial Relation Officer formulates and executes policies relating to recruitment, training, review of terms and conditions of employment of personnel, implementation of statutory and other welfare schemes and effective utilization and discharge of personnel employed in any undertaking. Advises and assists in development of managerial power, prescribes recruitment methods, organizes training schemes, supervises administration of welfare programmes, distributes personnel for their effective utilization in organization and resolves problems of remuneration, discipline and industrial disputes in accordance with established laws. Investigates in to specific problems of indiscipline and inefficiency to evolve and suggest ameliorative measures to management. Establishes channels of consultation between labour and employers to minimize misunderstanding, promote cordial relations and consults with labour representatives on behalf of employers to remove causes of petty grievances. May specialize in a particular function, such as employment and placement, training, welfare, or industrial relations and be designated accordingly. ISCO 08 Unit Group Details: Code 1212 Title Human Resource Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1212,Human Resource Managers,1212.99,"Personnel and Industrial Relations Managers,",1232.9,Personnel and Industrial Relations,"Managers, Other VOLUME II A National Classification of Occupations – 2015 Division 1 23 Personnel and Industrial Relation Managers, Other include managers engaged in personnel and industrial relations and related services, not elsewhere classified. ISCO 08 Unit Group Details: Code 1212 Title Human Resource Managers Family 1213 Policy and Planning Managers Policy and Planning Managers plan, organize, direct and co-ordinate policy advice and strategic planning activities within government or for non- government organizations and private sector agencies, or manage the activities of enterprises that provide policy and strategic planning services."
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.01,"Manager, Automotive Service",1239.1,"Manager, Automotive Service","Manager, Automotive Services directs and co-ordinates activities concerned with acquisition of automotive equipment and operation and maintenance of automotive fleet repair and storage facilities for public utility, transportation, commercial, or industrial companies. Co-ordinates activities of staff personnel conducting research and testing programme on automotive equipment considered for acquisition for such factors as operational performance, operational and maintenance costs, safety of operation, and compliance with environmental laws and regulations. Reviews and submits staff proposals for modifications to vendor or manufacturer. Directs procurement of all types of company- owned-and-operated automotive equipment, materials, supplies, and parts required to maintain automotive equipment, garages, and storage facilities. Co-ordinates automotive repair and maintenance services to obtain maximum utilisation of automotive equipment and prevent operational delays in other departments. ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.0101,Quality Assurance Standards In-Charge,,Quality Assurance Standards In,"Charge Quality Assurance Standards In Charge is responsible for selecting, maintaining and monitoring the measuring systems to be used for the inspection of manufactured products in order to assure quality products to customers. Qualification Pack Details: QP NOS Reference ASC/Q6305 QP NOS Name Quality Assurance Standards In Charge-Level 5 NSQF Level 5 ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.0102,Manager â€“ Customer Quality,,Manager-Customer Quality,"Manager-Customer Quality is responsible for the quality inspection, performance and improvement of final products delivered to customers. Qualification Pack Details: QP NOS Reference ASC/Q6304 VOLUME II A National Classification of Occupations – 2015 Division 1 24 QP NOS Name Manager-Customer Quality Level 6 NSQF Level 6 ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.02,"Manager, Automotive Service Station",1239.2,"Manager,","Automotive Service Station Manager, Automotive Service Station manages automobile service stations. Plans, develops, and implements policies for operating station, such as hours of operation, workers required and duties, scope of operations, and prices for products and services. Hires and trains workers, prepares work schedules, and assigns workers to specific duties, such as customer service, automobile maintenance, or repair work. Directs, co- ordinates, and participates in performing customer service activities, such as pumping petroleum fuel, checking engine oil, tires, battery, and washing windows and windshield. Notifies customers when oil is dirty or low, tires are worn, hoses or fan-belts are defective, or evidence indicates battery defects. Promotes sale of products and services, such as oil change and lubrication, tires, battery, or other automotive accessories. Reconciles cash with petrol pump meter readings, sales slips, and credit card charges. Orders, receives, and inventories petroleum fuel, oil, automotive accessories and parts. May perform automotive maintenance and repair work, such as adjusting or relining brakes, motor tune-ups, valve grinding, and changing and repairing tires. ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.0201,Area Service Manager,,Area Service Manager,Area Service Manager is responsible for supervising and handling overall services network of the assigned area. The individual generally monitors services network at dealerships and reviews and supervises processes. Qualification Pack Details: QP NOS Reference ASC/Q0603 QP NOS Name Area Service Manager NSQF Level 6 ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.0202,Territory Service Manager,,Territory Service Manager,Territory Service Manager is responsible for managing the service function in the assigned territory. The individual supervises service functions at the dealership network of the assigned territory and helps in increasing profitability. Qualification Pack Details: QP NOS Reference ASC/Q0602 QP NOS Name Territory Service Manager NSQF Level 5 ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1213,Policy and Planning Managers,1213.99,"Managers, Other Services",1239.9,"Managers, Other Services","VOLUME II A National Classification of Occupations – 2015 Division 1 25 Managers, Other Services include Department Managers not elsewhere classified. ISCO 08 Unit Group Details: Code  1213 Title  Policy and Planning Managers Family 1219 Business Services and Administration Managers Not Elsewhere Classified This unit group covers Business Services and Administration Managers not classified elsewhere in group 121, Business services and Administration Managers. For instance, the group includes occupations such as Facilities Manager, Cleaning Services Manager, Administrative Services Manager."
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1219,Business Services and Administration Managers ,1219.01,"Manager, Import and Export",1227.3,"Manager, Import and Export","Manager, Import and Export co-ordinates activities of international traffic division of import-export agencies and negotiates settlements between foreign and domestic shippers: Plans and directs flow of air and surface traffic moving to overseas destinations. Supervises workers engaged in receiving and shipping freight, documentation, way billing, assessing charges, and collecting fees for shipments. Negotiates with domestic customers, as intermediary for foreign customers, to resolve problems and arrives at mutual agreements. Negotiates with foreign shipping interests to contract for reciprocal freight-handling agreements. May examine invoices and shipping manifests for conformity to tariff and customs regulations. May contact customs officials to effect release of incoming freight and resolve customs delays. May prepare reports of transactions to facilitate billing of shippers and foreign carriers. ISCO 08 Unit Group Details: Code  1219 Title  Business Services and Administration Managers Not Elsewhere Classified"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1219,Business Services and Administration Managers ,1219.0101,Export Manager,,Export Manager,"Export Manager is responsible for leading and managing the entire process of international shipment of goods. Their work includes analysis of the foreign trade logistics, management and supervision of all shipment related documents and ensuring shipping compliance. Qualification Pack Details: QP NOS Reference AMH/Q1603 QP NOS Name Export Manager NSQF Level 5 ISCO 08 Unit Group Details: Code  1219 Title  Business Services and Administration Managers Not Elsewhere Classified"
1,Manangers,12,Administrative and Commercial Managers,121,Business Services and Administration Managers,1219,Business Services and Administration Managers ,1219.02,"Manager, Health Club/Manager, Fitness ",1228.1,"Manager, Health Club/Manager,","Fitness Club/Centre/Gym Manager, Health Club supervises and co- ordinates activities of workers engaged in planning, selling, and instructing fitness plans for clients of health clubs: Assigns and adjusts work schedules to meet customer demand. Interviews, hires, and trains new employees. Observes workers in their performance of duties and gives VOLUME II A National Classification of Occupations – 2015 Division 1 26 remedial training to correct worker deficiencies and ensures courteous service to patrons. Plans and sells figure- controlling programmes to prospective patrons. Assists subordinates in interviewing, measuring, and evaluating patrons' physical condition to determine appropriate fitness programmes. Prepares contract forms, obtains signatures, collects deposits, and issues membership cards to patrons accepting plans. Demonstrates operation and explains purpose of equipment, such as treadmill exerciser and stationary bicycle, and instructs patrons in their use. Monitors patron's exercise programme to ensure adherence to specified techniques. ISCO 08 Unit Group Details: Code  1219 Title  Business Services and Administration Managers Not Elsewhere Classified Group 122 Sales, Marketing and Development Managers Sales, Marketing and Development Managers plan, organize, direct, control and co-ordinate the advertising, public relations, research and development, and sales and marketing activities of enterprises and organizations, or of enterprises that provide such services to other enterprises and organizations. Occupations in this Group are classified into the following Families: 1221 Sales and Marketing Managers 1222 Advertising and Public Relation Managers 1223 Research and Development Managers Family 1221 Sales and Marketing Managers Sales and Marketing Managers plan, direct and co-ordinate the sales and marketing activities of an enterprise or organization, or of enterprises that provide sales and marketing services to other enterprises and organizations."
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.01,Sales Manager (Wholesale Trade),1233.1,Sales Manager (Wholesale Trade),"Sales Manager (Wholesale Trade) organizes and manages wholesale trade organizations, or one or more if its branches or departments engaged in buying goods and selling them for profits to retailers or industrial and commercial consumers. Qualification Pack Details: QP NOS Reference QP NOS Name NSQF Level ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.02,Sales Manager (Retail Trade),1233.2,Sales Manager (Retail Trade),"Sales Manager (Retail Trade) organizes and manages retail trade organization, or one or more of its branches or departments, engaged in buying goods and merchandise and selling them for profit to customers. ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.0301,Home Delivery Manager,,Home Delivery Manager,"VOLUME II A National Classification of Occupations – 2015 Division 1 27 Home Delivery Manager is responsible for delivering vehicles to the customers and explaining all service related activities to the customer, while delivering the vehicle. They also ensure proper pickup and delivery of vehicles as per the customers’ service schedule. Qualification Pack Details: QP NOS Reference ASC/Q1006 QP NOS Name Home Delivery Manager NSQF Level 6 ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.0401,Territory Sales Manager (Broadband),,Territory,"Sales Manager (Broadband) Territory Sales Manager (Broadband) manages and supervises DSAs activities and achievement of sales targets, in the assigned territory. Enhances Average Revenue Per User (ARPU) and customer base, channel development and process compliance. Qualification Pack Details: QP NOS Reference TEL/Q0204 QP NOS Name Territory Sales Manager (Broadband) NSQF Level 7 ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.0501,Territory Sales Manager (Prepaid),,Territory Sales Manager (Prepaid),"Territory Sales Manager (Prepaid) is responsible for distribution expansion and co-ordination with urban distributors, i.e. multi brand distributors, to achieve sales targets in the assigned territory achieving revenue targets people development channel management retailer education range selling increasing customer base and process compliance. (Rural Distributor)-Individual at this job is responsible for similar activities but with rural i.e. company specific distributors Qualification Pack Details: QP NOS Reference TEL/Q0203 QP NOS Name Territory Sales Manager (Prepaid) NSQF Level 7 ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.0601,Sales Co-Ordinator (Media Org),,Sales Co-ordinator (Media Org),Sales Co-ordinator (Media Org) is responsible for back-end sales activities Qualification Pack Details: QP NOS Reference MES/Q0204 QP NOS Name Sales Co-ordinator (Media Org) NSQF Level 4 ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.0602,Sales Manager (Media Org),,Sales Manager (Media Org),Sales Manager (Media Org) is responsible to lead sales activities within the designated area of responsibility VOLUME II A National Classification of Occupations – 2015 Division 1 28 Qualification Pack Details: QP NOS Reference MES/Q0202 QP NOS Name Sales Manager (Media Org) NSQF Level 7 ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1221,Sales and Marketing Managers,1221.99,"Sales and Marketing Managers, Other",1233.9,"Sales and Marketing Managers,","Other Sales and Marketing Managers, Other include managers engaged in sales and marketing and related services, not elsewhere classified. ISCO 08 Unit Group Details: Code  1221 Title  Sales and Marketing Managers Family 1222 Advertising and Public Relation Managers Advertising and Public Relation Managers plan, direct and co-ordinate the advertising, public relations and public information activities of enterprises and organizations or of enterprises that provide related services to other enterprises and organizations."
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1222,Advertising and Public Relation Managers,1222.01,"Manager, Advertising and Promotion",1234.1,"Manager,","Advertising and Promotion Manager, Advertising and Promotion plan and direct advertising policies and programmes or produce collateral materials, such as posters, contests, coupons, or give-aways, to create extra interest in the purchase of a product or service for a department, an entire organization, or on an account basis. Confer with clients to provide marketing or technical advice. Confer with department heads and/or staff to discuss topics such as contracts, selection of advertising media, or product to be advertised. Co-ordinate activities of departments, such as sales, graphic arts, media, finance, and research. Co-ordinate with the media to disseminate advertising. Formulate plans to extend business with established accounts and to transact business as agent for advertising accounts. Gather and organize information to plan advertising campaigns. Identify and develop contacts for promotional campaigns and industry programmes that meet identified buyer targets such as dealers, distributors, or consumers. Inspect layouts and advertising copy and edit scripts, audio and video tapes, and other promotional material for adherence to specifications. Monitor and analyse sales promotion results to determine cost effectiveness of promotional campaigns. Plan and execute advertising policies and strategies for organizations. ISCO 08 Unit Group Details: Code  1222 Title  Advertising and Public Relation Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1222,Advertising and Public Relation Managers,1222.0102,Advertising Operations Co-Ordinator (Digital),,Advertising,Operations Co- ordinator (Digital) Advertising Operations Co-ordinator (Digital) is responsible for implementing online advertisement campaigns Qualification Pack Details: VOLUME II A National Classification of Occupations – 2015 Division 1 29 QP NOS Reference MES/Q0206 QP NOS Name Advertising Operations Co- ordinator (Digital) NSQF Level 7 ISCO 08 Unit Group Details: Code  1222 Title  Advertising and Public Relation Managers
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1222,Advertising and Public Relation Managers,1222.02,"Manager, Fashion/Fashion Manager",1234.2,"Manager,","Fashion/Fashion Manager Manager, Fashion promotes new fashions and co-ordinates promotional activities, such as fashion shows, to induce consumer acceptance: Studies fashion and trade journals, travels to garment centres, attends fashion shows, and visits manufacturers and merchandise markets to obtain information on fashion trends. Consults with buying personnel to gain advice regarding type of fashion. Advises publicity and display departments of merchandise to be publicized. Selects garments and accessories to be displayed at fashion shows. Provides information on current fashion, style trends, and use of accessories. May contract with models, musicians, caterers, and other personnel to manage staging of shows. May conduct teenage fashion shows and direct activities of store-sponsored club for teenaged girls. ISCO 08 Unit Group Details: Code  1222 Title  Advertising and Public Relation Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1222,Advertising and Public Relation Managers,1222.99,Advertising and Public Relations Departments,1234.9,Advertising and Public Relations,"Department Managers, Others Advertising and Public Relations Department Managers, Other include managers engaged in advertising and public relations and related services, not elsewhere classified. ISCO 08 Unit Group Details: Code  1222 Title  Advertising and Public Relation Managers Family 1223 Research and Development Managers Research and Development Managers plan, direct and co-ordinate the research and development activities of an enterprise or organization or of enterprises that provide related services to other enterprises and organizations."
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1223,Research and Development Managers,1223.0101,Manager Testing Facility,,Manager Testing Facility,"Manager Testing Facility needs to manage requirements identification, development and installation of testing facilities in R&D for validating the specifications of the product. Qualification Pack Details: QP NOS Reference ASC/Q6503 QP NOS Name Manager Testing Facility Level 6 NSQF Level 6 ISCO 08 Unit Group Details: Code  1223 Title  Research and Development Managers"
1,Manangers,12,Administrative and Commercial Managers,122,"Sales, Marketing and Development Managers",1223,Research and Development Managers,1223.0102,Manager Material Testing,,Manager Material Testing,"VOLUME II A National Classification of Occupations – 2015 Division 1 30 Manager Material Testing needs to administer metallurgical testing, chemical testing and failure analysis of materials for fabrication of parts and other components that finally go into manufacturing of different products. Qualification Pack Details: QP NOS Reference ASC/Q6502 QP NOS Name Manager Material Testing NSQF Level 5 ISCO 08 Unit Group Details: Code  1223 Title  Research and Development Managers"
